,English_corrected_title,telugu_corrected_title,School Code
166,"GEETANJALI HIGH SCHOOPL A, ADIKMET","గీతాంజలి  ఉన్నత పాఠశాల, అడిక్ మెట్     ",36050490707
167,THER LANDS UPPER PRIMARY,"ధర్ లాండ్స్ ప్రాథమికోన్నత పాఠశాల, ఖైరతాబాద్  ",36050800137
168,"GOVT HS(B)UMDABAZAR, UMDA BAZAR","ప్రభుత్వ ఉన్నత పాఠశాల (బాలురు), ఉందా బజార్, ఉందా బజార్  ",36051191864
169,SRI SAI VIDYANIKETAN PONKAL,"శ్రీ సాయి విద్యానికేతన్ పాఠశాల, పొంకల్   ",36012303007
170,"SREE SARASWATHI SISHU MANDIR, NEAR KESARI HANMAN TEMPLE","శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, కేసరి హన్మాన్ టెంపుల్, అసిఫ్ నగర్    ",36050991477
171,"BHARATHI VIDIYA NIKETAN, SECUNDRABAD","భారతి విద్యానికేతన్ పాఠశాల, సికింద్రాబాద్   ",36051492481
172,AHS NARSAPUR-BUZURG,"ఆశ్రమ ఉన్నత పాఠశాల, నర్సాపూర్, బుజుర్గ్  ",36012600209
173,"GOVTHS(B)SOMAJIGUDA , KHAIRATABAD","ప్రభుత్వ ఉన్నత పాఠశాల (బాలురు) సోమాజిగూడ, ఖైరతాబాద్    ",36050891284
174,AHS MODI (GIRLS),"ఉన్నత పాఠశాల (బాలికలు), మోడి, కెరమెరి  ",36012802203
175,SRI GOPALA KRISHNA VIDYA,"శ్రీ గోపాల కృష్ణ విద్యామందిర్ పాఠశాల, ఆదిలాబాద్    ",36010395115
176,AUPS BHEEMARAM,"ఆశ్రమ ప్రాథమికోన్నత పాఠశాల, భీమారం     ",36015200917
177,SRI. VENKATESHWARA VIDYAM,"శ్రీ వెంకటేశ్వర  ఉన్నత పాఠశాల, ఆదిలాబాద్   ",36010390182
178,"THE GABRIEL CO-ED ACADEMY, GHANZI BAZAR","ది గాబ్రియెల్ కొ-ఎడ్యుకేషన్ అకాడమీ, ఘాంజి బజార్, బహదుర్ పురా     ",36051191914
179,AHS (BOYS) UTNOOR," ఆశ్రమ ఉన్నత పాఠశాల (బాలురు), ఉట్నూర్  ",36012602917
180,VIVEKANANDA VM ANGJ.PALLI,"వివేకానంద  విద్యామందిర్, ఆంగ్జ్ పల్లి",36015102202
181,"RISHI VIDYA NIKETAN H S,","రిషి విద్యా నికేతన్ ఉన్నత పాఠశాల, అంబర్ పేట్    ",36050490805
182,AHS GIRLS MANIKYAPUR HQ.CHELIMELA," ఆశ్రమ ఉన్నత పాఠశాల(బాలికలు), మాణిక్య పుర్, హెడ్ క్వార్టర్స్ చెలిమెల ",36013604004
183,"MINHAZ-U-UL QURAN MODEL P S, NEAR OTTA HOTEL x ROAD","మిన్హాజ్-ఉ-ఉల్ ఖురాన్ మోడల్ ప్రాథమిక పాఠశాల, ఒట్టా హోటల్, బండ్లగూడ   ",36051292022
184,"SWEETY MODEL PUBLIC SCHOL, RAILWAY STATION","స్వీటీ మోడల్ పబ్లిక్ పాఠశాల, రైల్వే స్టేషన్, బండ్లగూడ  ",36051292060
185,SRI LAXMI SHISHU MANDIR SINGAPUR,"శ్రీ లక్ష్మీ శిశు మందిర్ పాఠశాల, సింగాపూర్",36013391322
186,"MADARSA SHAFI UL ULOOM, BAHADURPURA","మదరసా  షఫీ ఉల్ ఉలూమ్ పాఠశాల, బహదూర్‌పుర      ",36051192141
187,LITTLE S P S MEDARIPET,"లిటిల్  ఎస్.పి.ఎస్. ప్రాథమికోన్నత పాఠశాల, మేదరిపేట్   ",36013101104
188,"GOVT HS(G)MANGALHUT, ASIFNAGAR","ప్రభుత్వ  ఉన్నత పాఠశాల (బాలికలు) మంగళ్ హాట్, అసిఫ్ నగర్  ",36050991426
189,J C P S RAVINDRANAGAR,"జె.సి.పి.ఎస్. ప్రాథమికోన్నత పాఠశాల, రవీంద్ర నగర్, బాబాపుర్     ",36014602107
190,TSSWRS & JC GIRLS BOATH - B,"తెలంగాణ సాంఘీక సంక్షేమ పాఠశాల (బాలికలు), బోత్ బుజుర్గ్  ",36011102715
191,R.E.S PUB KISTAMPET,"ఆర్.ఇ.ఎస్  పబ్లిక్ పాఠశాల, కిష్టంపేట్    ",36015101205
192,SLATE E/M MANCHERIAL,"స్లేట్ (ఇంగ్లీష్ మీడియం) పాఠశాల, మంచిర్యాల్  ",36013302233
193,AHS SWARNA,"ఆశ్రమ ఉన్నత పాఠశాల, స్వర్ణ",36011301006
194,ANNAPOORNA VIDYA NIKETAN,"అన్నపూర్ణ విద్యానికేతన్ పాఠశాల, ముషీరాబాద్  ",36014001412
195,TSTWRS-PTG (B) ASIFABAD,"ప్రభుత్వ   గిరిజన సంక్షేమ గురుకుల & పిటిజి (బాలురు) పాఠశాల, అసిఫాబాద్    ",36013790230
196,AHS GIRLS JAMDA,"ప్రభుత్వ  ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), జంద, తాడిహడపనూరు ",36010604814
197,C.RAMREDDY MEMORIAL HIGH,"సి. రాంరెడ్డి మెమోరియల్ ఉన్నత పాఠశాల, రవీంద్ర నగర్, ఆదిలాబాద్     ",36010390188
198,"SRI SAI VIDYANIKETAN, JANGAMMET","శ్రీ సాయి విద్యానికేతన్ పాఠశాల, జంగం మెట్  ",36051292170
199,SRI SHRADA V M BOIWADA,"శ్రీ శ్రద్ధ విద్యామందిర్ పాఠశాల, బొయివాడ   ",36012602915
200,AHS UMRI - B(GIRLS),"ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), ఉంమ్రీ    ",36010801507
201,AHS JAINOOR,"ఆశ్రమ ఉన్నత పాఠశాల,  జైనూర్",36012701313
202,"BHARGAVI VIDYANIKETAN, M R R PURAM COLONY","భార్గవి విద్యానికేతన్ పాఠశాల, ఎం. ఆర్. ఆర్. పురం కాలనీ, ఖైరతాబాద్  ",36050891144
203,NISHI P S TIMMAPUR,"నిశి ప్రాథమిక పాఠశాల, తిమ్మాపూర్",36012402810
204,"GOVTHSAMEERPET NO.I, KHAIRATABAD","ప్రభుత్వ ఉన్నత పాఠశాల, అమీర్ పేట్ నెంబర్.1, ఖైరతాబాద్    ",36050891285
205,AHS (G) PATNAPUR,"ఆశ్రమ ఉన్నత పాఠశాల, పట్నాపూర్  ",36012700204
206,SRI SAI G V LWANKIDI,"శ్రీ సాయి  ప్రాథమికోన్నత పాఠశాల , వాంకిడి కలాన్  ",36013801511
207,CHAVARA ACADEMY MAVALA-1,"చవర అకాడమీ, మవల-1 ",36010302508
208,"GOVT PS(G)KATTALGUDA, KATTALGUDA","ప్రభుత్వ ప్రాథమిక పాఠశాల, కట్టల్‌గూడ, కట్టల్‌గూడ, చార్మినార్    ",36051690120
209,TSTWRS GIRLS ECHODA,"ప్రభుత్వ  గిరిజన సంక్షేమ గురుకుల  పాఠశాల (బాలికలు), ఎచోడ    ",36010901612
210,DR RADHA KRISHNAN SECONDARY MANCHERIAL,"డా. రాధాకృష్ణన్ సెకండరీ పాఠశాల, మంచిర్యాల్ ",36013390975
211,AHS GIRLS UMRI,"ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), ఉంమ్రీ",36010101603
212,VIVEKANANDA V L NAMBALA,"వివేకానంద వి. ఎల్. ప్రాథమికోన్నత పాఠశాల, నంబాల  ",36013102903
213,"SRI SARASWATHI GYAN, CHARKAMAN","శ్రీ సరస్వతి జ్ఞాన మందిర్,చార్ కమాన్, బహదూర్‌పుర  ",36051191984
214,"GOUTHAM VIDHYA NIKETAN , YOUSUF GUDA","గౌతమ్ విద్యానికేతన్ పాఠశాల, యూసుఫ్ గూడ  ",36050891283
215,"GOVT PS(B) MISARAM, BARKAS,MAISARAM","ప్రభుత్వ ప్రాథమిక పాఠశాల (బాలురు) మైసారం, బార్కాస్  ",36051290167
216,"PARAMOUNT HSCHOOL, DOODH BOWLI","పారామౌంట్ ఉన్నత పాఠశాల, దూద్ బౌలి  ",36051191897
217,"GOVT HS(G) MUSTAIDPURA, MUSTAIDPURA","ప్రభుత్వ ఉన్నత పాఠశాల (బాలికల), ముస్టైద్ పురా  ",36050991441
218,SRI SAI V M T/M SIRPUR-T,"శ్రీ సాయి విద్యామందిర్ ప్రాథమిక పాఠశాల, తెలుగు మీడియం, సిర్పూర్-టి,  ఆదిలాబాద్    ",36014501226
219,AUPS MOWAD,"ఆశ్రమ ప్రాథమికోన్నత పాఠశాల, మౌవాద్   ",36013705105
220,SRI VANI SISU VIDYA MANDI,"శ్రీ వాణి శిశు విద్యామందిర్, ప్రాథమికోన్నత పాఠశాల, గుడి హత్నూర్  ",36010800704
221,"GOVT HS(B)MUSTAIDPURA U/M, MUSTAIPURA","ప్రభుత్వ ఉన్నత పాఠశాల(బాలురు) ఉర్దూ మీడియం, ముస్టైద్ పుర  ",36050991432
222,"GOVT PS(G) MISARAM, BARKAS,KESHAVNAGAR","ప్రభుత్వ ప్రాథమిక పాఠశాల (బాలికలు), మైసారం, బర్కాస్ ,కేశవ్ నగర్     ",36051290165
223,"GOVT PS(B)KANDIKALGATE, GHAZI-E-MILLAT COLONY","ప్రభుత్వ  ప్రాథమిక పాఠశాల (బాలురు), కందికల్ గేట్, ఘాజి-ఎ-మిల్లత్ కాలనీ, బండ్లగూడ     ",36051290160
224,"GOVT HS(B)NAMPALLY, SECTION COLONY NRR PURAM SITE III","ప్రభుత్వ ఉన్నత పాఠశాల (బాలురు ) , సెక్షన్ కాలనీ, ఎన్. ఆర్. ఆర్. పురం సైట్ III, నాంపల్లి   ",36050891270
225,GOOD SHEPERED H S E/M,"గుడ్ షేఫర్డ్ ఉన్నత పాఠశాల ( ఇంగ్లీష్ మీడియం), లక్సట్టిపేట్     ",36013201338
226,"GOVT HS(B)YAKUTPURA, DEWPI SHOUKAT JUNG","ప్రభుత్వ ఉన్నత పాఠశాల (బాలురు), డౌపి షౌకత్ జంగ్, యాకుత్‌పుర",36051692640
227,VISHWA SHANTHI ENG.MEDIUM SINGAPUR,"విశ్వ శాంతి ఇంగ్లీష్ మీడియం ఉన్నత పాఠశాల, సింగాపూర్",36013391321
228,"RISHI VIDYA NIKETN PRIMAR, PREMNAGAR,","రిషి విద్యానికేతన్ ప్రాథమిక పాఠశాల, ప్రేమ్ నగర్, అంబర్‌పేట     ",36050490174
229,"ST ANTHONY GRAMMAR, HASSAN NAGAR","సెయింట్ అంథోని గ్రామర్ పాఠశాల, హస్సన్ నగర్, బహదూర్‌పుర    ",36051192001
230,AHS GIRLS INDERVELLY-B,"ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), ఇందర్వెల్లి- బి",36010700824
231,"FAUST U P S, EAST MARREDPALLY","ఫౌస్ట్ ప్రాథమికోన్నత పాఠశాల, ఈస్ట్ మారేడ్ పల్లి  ",36050390298
232,BHARATHI VIDYA MANDIR KOUTALA,"భారతి విద్యా మందిర్ పాఠశాల, కౌతాల ",36014601308
233,"PREMIER CO-EDUCATIONAL , PUNJAGUDDA","ప్రీమియర్ కో-ఎడ్యుకేషనల్ అకాడమీ, పంజాగుట్ట, ఖైరతాబాద్   ",36050890150
234,AHS (BOYS) BELA,"ఆశ్రమ ఉన్నత పాఠశాల (బాలురు), బేల    ",36010501707
235,"GOVT HS(G)IST LANCER, AHMED NAGAR,HALLAM GROUND ,","ప్రభుత్వ ఉన్నత పాఠశాల (బాలికలు) 1 వ లాన్సర్, హల్లమ్ గ్రౌండ్,  అహ్మద్ నగర్      ",36050991444
236,JAYARANI E/ M U PRIMARY,"జయరాణి ప్రాథమికోన్నత పాఠశాల(ఇంగ్లీష్ మీడియం), జన్నారం  ",36013001512
237,GUPS NGOs,"ప్రభుత్వ ప్రాథమికోన్నత పాఠశాల ఎన్.జి. వోస్, ఆదిలాబాద్     ",36010390142
238,SHANTHINIKETHANVIDYAMANDIR,"శాంతి నికేతన్ విద్యామందిర్ పాఠశాల, అసిఫాబాద్    ",36013790257
239,"IQRA MISSION HSCHOOL, JAHANUMA","ఐ. క్యూ. ఆర్. ఎ. మిషన్ ఉన్నత పాఠశాల, జహనుమ   ",36051191920
240,"SRI NALANDA TALENT,","శ్రీ నలందా టాలెంట్ పాఠశాల, అంబర్‌పేట  ",36050490807
241,VISHWA BHARATTI VIDYANIKE,"విశ్వ భారతి విద్యానికేతన్ పాఠశాల, ఆదిలాబాద్    ",36010390130
242,S S S M LOKESHWARAM,"ఎస్. ఎస్. ఎస్. ఎం. లోకేశ్వరం ప్రాథమికోన్నత పాఠశాల, లోహెస్రా    ",36011901803
243,AHS GIRLS LAKAMPUR,"ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), లకంపూర్",36011201804
244,SRI SARASWATHI SHIHSU MANDIR GUJIRI GALLY,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, గుజిరీ గల్లీ  ",36011690413
